Phase,PhaseIdent,X(m),Y(m),MaterialID,ElementID,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m)
Phase_12,Remove temp prop [Phase_12],3.857143,11.650000,1,9,0.004779,0.001374,0.004972,0.000107,0.000059,0.000122,0.004779,0.001374,-36.660669,7.853266,-197.601970,-39.520394
Phase_12,Remove temp prop [Phase_12],3.857143,11.650000,1,10,0.004779,0.001374,0.004972,0.000107,0.000059,0.000122,0.004779,0.001374,-36.660669,7.842219,-197.599427,-39.519885
Phase_12,Remove temp prop [Phase_12],3.964286,11.650000,1,10,0.004705,0.001365,0.004899,0.000105,0.000050,0.000117,0.004705,0.001365,-35.769130,8.766722,-198.566377,-39.713275
Phase_12,Remove temp prop [Phase_12],4.071429,11.650000,1,10,0.004631,0.001356,0.004825,0.000104,0.000041,0.000112,0.004631,0.001356,-34.789472,9.486798,-199.442063,-39.888413
Phase_12,Remove temp prop [Phase_12],4.178571,11.650000,1,10,0.004558,0.001349,0.004753,0.000103,0.000033,0.000108,0.004558,0.001349,-33.742422,10.020671,-200.227806,-40.045561
Phase_12,Remove temp prop [Phase_12],4.285714,11.650000,1,10,0.004485,0.001342,0.004681,0.000101,0.000025,0.000104,0.004485,0.001342,-32.648093,10.386561,-200.924926,-40.184985
Phase_12,Remove temp prop [Phase_12],4.285714,11.650000,1,11,0.004485,0.001342,0.004681,0.000101,0.000025,0.000104,0.004485,0.001342,-32.648093,10.403491,-200.930529,-40.186106
Phase_12,Remove temp prop [Phase_12],4.392857,11.650000,1,11,0.004413,0.001336,0.004611,0.000100,0.000018,0.000101,0.004413,0.001336,-31.519070,10.660972,-201.552894,-40.310579
Phase_12,Remove temp prop [Phase_12],4.500000,11.650000,1,11,0.004341,0.001331,0.004540,0.000098,0.000011,0.000099,0.004341,0.001331,-30.366781,10.829962,-202.110679,-40.422136
Phase_12,Remove temp prop [Phase_12],4.607143,11.650000,1,11,0.004269,0.001327,0.004471,0.000097,0.000005,0.000097,0.004269,0.001327,-29.200818,10.915170,-202.604664,-40.520933
Phase_12,Remove temp prop [Phase_12],4.714286,11.650000,1,11,0.004198,0.001324,0.004402,0.000096,-0.000001,0.000096,0.004198,0.001324,-28.030615,10.921309,-203.035632,-40.607126
Phase_12,Remove temp prop [Phase_12],4.714286,11.650000,1,12,0.004198,0.001324,0.004402,0.000096,-0.000001,0.000096,0.004198,0.001324,-28.030615,10.927904,-203.039491,-40.607898
Phase_12,Remove temp prop [Phase_12],4.821429,11.650000,1,12,0.004128,0.001322,0.004334,0.000094,-0.000006,0.000094,0.004128,0.001322,-26.862356,10.876426,-203.416936,-40.683387
Phase_12,Remove temp prop [Phase_12],4.928571,11.650000,1,12,0.004057,0.001320,0.004267,0.000093,-0.000012,0.000093,0.004057,0.001320,-25.701628,10.778599,-203.747590,-40.749518
Phase_12,Remove temp prop [Phase_12],5.035714,11.650000,1,12,0.003987,0.001319,0.004200,0.000091,-0.000016,0.000093,0.003987,0.001319,-24.553679,10.637169,-204.032066,-40.806413
Phase_12,Remove temp prop [Phase_12],5.142857,11.650000,1,12,0.003918,0.001318,0.004134,0.000090,-0.000020,0.000092,0.003918,0.001318,-23.423671,10.454884,-204.270979,-40.854196
Phase_12,Remove temp prop [Phase_12],5.142857,11.650000,1,13,0.003918,0.001318,0.004134,0.000090,-0.000020,0.000092,0.003918,0.001318,-23.423671,10.458369,-204.273696,-40.854739
Phase_12,Remove temp prop [Phase_12],5.250000,11.650000,1,13,0.003849,0.001318,0.004068,0.000088,-0.000024,0.000092,0.003849,0.001318,-22.314509,10.246599,-204.473680,-40.894736
Phase_12,Remove temp prop [Phase_12],5.357143,11.650000,1,13,0.003780,0.001319,0.004003,0.000087,-0.000028,0.000091,0.003780,0.001319,-21.228808,10.011978,-204.639613,-40.927923
Phase_12,Remove temp prop [Phase_12],5.464286,11.650000,1,13,0.003712,0.001320,0.003939,0.000086,-0.000031,0.000091,0.003712,0.001320,-20.169340,9.756327,-204.772007,-40.954401
Phase_12,Remove temp prop [Phase_12],5.571429,11.650000,1,13,0.003644,0.001321,0.003876,0.000084,-0.000034,0.000091,0.003644,0.001321,-19.138831,9.481469,-204.871375,-40.974275
Phase_12,Remove temp prop [Phase_12],5.571429,11.650000,1,14,0.003644,0.001321,0.003876,0.000084,-0.000034,0.000091,0.003644,0.001321,-19.138831,9.483436,-204.873352,-40.974670
Phase_12,Remove temp prop [Phase_12],5.678571,11.650000,1,14,0.003576,0.001323,0.003813,0.000083,-0.000037,0.000091,0.003576,0.001323,-18.138286,9.196007,-204.944519,-40.988904
Phase_12,Remove temp prop [Phase_12],5.785714,11.650000,1,14,0.003509,0.001325,0.003751,0.000081,-0.000040,0.000091,0.003509,0.001325,-17.168586,8.899934,-204.991120,-40.998224
Phase_12,Remove temp prop [Phase_12],5.892857,11.650000,1,14,0.003442,0.001327,0.003689,0.000080,-0.000042,0.000090,0.003442,0.001327,-16.230981,8.596458,-205.013601,-41.002720
Phase_12,Remove temp prop [Phase_12],6.000000,11.650000,1,14,0.003375,0.001330,0.003628,0.000079,-0.000044,0.000090,0.003375,0.001330,-15.326689,8.286818,-205.012408,-41.002482
Phase_12,Remove temp prop [Phase_12],6.000000,11.650000,1,15,0.003375,0.001330,0.003628,0.000079,-0.000044,0.000090,0.003375,0.001330,-15.326689,8.287903,-205.013877,-41.002775
Phase_12,Remove temp prop [Phase_12],6.107143,11.650000,1,15,0.003309,0.001333,0.003567,0.000077,-0.000046,0.000090,0.003309,0.001333,-14.455598,7.975991,-204.992610,-40.998522
Phase_12,Remove temp prop [Phase_12],6.214286,11.650000,1,15,0.003243,0.001336,0.003507,0.000076,-0.000048,0.000089,0.003243,0.001336,-13.617566,7.664035,-204.954015,-40.990803
Phase_12,Remove temp prop [Phase_12],6.321429,11.650000,1,15,0.003178,0.001339,0.003448,0.000074,-0.000049,0.000089,0.003178,0.001339,-12.812897,7.352871,-204.898490,-40.979698
Phase_12,Remove temp prop [Phase_12],6.428571,11.650000,1,15,0.003112,0.001342,0.003389,0.000073,-0.000050,0.000089,0.003112,0.001342,-12.041876,7.043339,-204.826430,-40.965286
Phase_12,Remove temp prop [Phase_12],6.428571,11.650000,1,16,0.003112,0.001342,0.003389,0.000073,-0.000050,0.000089,0.003112,0.001342,-12.041876,7.043877,-204.827531,-40.965506
Phase_12,Remove temp prop [Phase_12],6.535714,11.650000,1,16,0.003047,0.001345,0.003331,0.000071,-0.000051,0.000088,0.003047,0.001345,-11.303758,6.738150,-204.741658,-40.948332
Phase_12,Remove temp prop [Phase_12],6.642857,11.650000,1,16,0.002983,0.001349,0.003273,0.000070,-0.000052,0.000087,0.002983,0.001349,-10.597825,6.437347,-204.644061,-40.928812
Phase_12,Remove temp prop [Phase_12],6.750000,11.650000,1,16,0.002918,0.001352,0.003216,0.000069,-0.000053,0.000087,0.002918,0.001352,-9.923813,6.142021,-204.535094,-40.907019
Phase_12,Remove temp prop [Phase_12],6.857143,11.650000,1,16,0.002854,0.001356,0.003160,0.000067,-0.000054,0.000086,0.002854,0.001356,-9.281448,5.852726,-204.415113,-40.883023
Phase_12,Remove temp prop [Phase_12],6.857143,11.650000,1,17,0.002854,0.001356,0.003160,0.000067,-0.000054,0.000086,0.002854,0.001356,-9.281448,5.852977,-204.415944,-40.883189
Phase_12,Remove temp prop [Phase_12],6.964286,11.650000,1,17,0.002790,0.001360,0.003104,0.000066,-0.000055,0.000085,0.002790,0.001360,-8.669666,5.570740,-204.287015,-40.857403
Phase_12,Remove temp prop [Phase_12],7.071429,11.650000,1,17,0.002727,0.001363,0.003049,0.000064,-0.000055,0.000085,0.002727,0.001363,-8.087460,5.296070,-204.150732,-40.830146
Phase_12,Remove temp prop [Phase_12],7.178571,11.650000,1,17,0.002664,0.001367,0.002994,0.000063,-0.000055,0.000084,0.002664,0.001367,-7.534251,5.029264,-204.007412,-40.801482
Phase_12,Remove temp prop [Phase_12],7.285714,11.650000,1,17,0.002601,0.001370,0.002940,0.000061,-0.000056,0.000083,0.002601,0.001370,-7.009457,4.770620,-203.857371,-40.771474
Phase_12,Remove temp prop [Phase_12],7.285714,11.650000,1,18,0.002601,0.001370,0.002940,0.000061,-0.000056,0.000083,0.002601,0.001370,-7.009457,4.770678,-203.857993,-40.771599
Phase_12,Remove temp prop [Phase_12],7.392857,11.650000,1,18,0.002538,0.001374,0.002886,0.000060,-0.000056,0.000082,0.002538,0.001374,-6.511895,4.520641,-203.702807,-40.740561
Phase_12,Remove temp prop [Phase_12],7.500000,11.650000,1,18,0.002475,0.001378,0.002833,0.000059,-0.000056,0.000081,0.002475,0.001378,-6.040453,4.279174,-203.543680,-40.708736
Phase_12,Remove temp prop [Phase_12],7.607143,11.650000,1,18,0.002413,0.001381,0.002780,0.000057,-0.000056,0.000080,0.002413,0.001381,-5.594404,4.046459,-203.380896,-40.676179
Phase_12,Remove temp prop [Phase_12],7.714286,11.650000,1,18,0.002351,0.001384,0.002728,0.000056,-0.000056,0.000079,0.002351,0.001384,-5.173025,3.822680,-203.214739,-40.642948
Phase_12,Remove temp prop [Phase_12],7.714286,11.650000,1,19,0.002351,0.001384,0.002728,0.000056,-0.000056,0.000079,0.002351,0.001384,-5.173025,3.822583,-203.215199,-40.643040
Phase_12,Remove temp prop [Phase_12],7.821429,11.650000,1,19,0.002289,0.001388,0.002677,0.000054,-0.000056,0.000078,0.002289,0.001388,-4.775138,3.607718,-203.046861,-40.609372
Phase_12,Remove temp prop [Phase_12],7.928571,11.650000,1,19,0.002228,0.001391,0.002626,0.000053,-0.000056,0.000077,0.002228,0.001391,-4.399644,3.401454,-202.877249,-40.575450
Phase_12,Remove temp prop [Phase_12],8.035714,11.650000,1,19,0.002166,0.001394,0.002576,0.000052,-0.000056,0.000076,0.002166,0.001394,-4.045776,3.203890,-202.706616,-40.541323
Phase_12,Remove temp prop [Phase_12],8.142857,11.650000,1,19,0.002105,0.001397,0.002527,0.000050,-0.000056,0.000075,0.002105,0.001397,-3.712774,3.015128,-202.535214,-40.507043
Phase_12,Remove temp prop [Phase_12],8.142857,11.650000,1,20,0.002105,0.001397,0.002527,0.000050,-0.000056,0.000075,0.002105,0.001397,-3.712774,3.014948,-202.535552,-40.507110
Phase_12,Remove temp prop [Phase_12],8.250000,11.650000,1,20,0.002045,0.001400,0.002478,0.000049,-0.000055,0.000074,0.002045,0.001400,-3.399542,2.834693,-202.364276,-40.472855
Phase_12,Remove temp prop [Phase_12],8.357143,11.650000,1,20,0.001984,0.001403,0.002430,0.000047,-0.000055,0.000073,0.001984,0.001403,-3.105059,2.662484,-202.193803,-40.438761
Phase_12,Remove temp prop [Phase_12],8.464286,11.650000,1,20,0.001923,0.001406,0.002382,0.000046,-0.000055,0.000072,0.001923,0.001406,-2.828589,2.498367,-202.024356,-40.404871
Phase_12,Remove temp prop [Phase_12],8.571429,11.650000,1,20,0.001863,0.001409,0.002336,0.000045,-0.000055,0.000070,0.001863,0.001409,-2.569398,2.342382,-201.856159,-40.371232
Phase_12,Remove temp prop [Phase_12],8.571429,11.650000,1,21,0.001863,0.001409,0.002336,0.000045,-0.000055,0.000070,0.001863,0.001409,-2.569398,2.342163,-201.856403,-40.371281
Phase_12,Remove temp prop [Phase_12],8.678571,11.650000,1,21,0.001803,0.001411,0.002290,0.000043,-0.000054,0.000069,0.001803,0.001411,-2.326514,2.193872,-201.690118,-40.338024
Phase_12,Remove temp prop [Phase_12],8.785714,11.650000,1,21,0.001743,0.001414,0.002244,0.000042,-0.000054,0.000068,0.001743,0.001414,-2.099031,2.052752,-201.526247,-40.305249
Phase_12,Remove temp prop [Phase_12],8.892857,11.650000,1,21,0.001683,0.001416,0.002200,0.000040,-0.000054,0.000067,0.001683,0.001416,-1.886281,1.918809,-201.364984,-40.272997
Phase_12,Remove temp prop [Phase_12],9.000000,11.650000,1,21,0.001624,0.001419,0.002156,0.000039,-0.000053,0.000066,0.001624,0.001419,-1.687596,1.792052,-201.206521,-40.241304
Phase_12,Remove temp prop [Phase_12],9.000000,11.650000,1,22,0.001624,0.001419,0.002156,0.000039,-0.000053,0.000066,0.001624,0.001419,-1.687596,1.791817,-201.206695,-40.241339
Phase_12,Remove temp prop [Phase_12],9.107143,11.650000,1,22,0.001564,0.001421,0.002113,0.000038,-0.000053,0.000065,0.001564,0.001421,-1.502145,1.671739,-201.051520,-40.210304
Phase_12,Remove temp prop [Phase_12],9.214286,11.650000,1,22,0.001505,0.001423,0.002071,0.000036,-0.000053,0.000064,0.001505,0.001423,-1.329151,1.557804,-200.900000,-40.180000
Phase_12,Remove temp prop [Phase_12],9.321429,11.650000,1,22,0.001446,0.001425,0.002030,0.000035,-0.000052,0.000063,0.001446,0.001425,-1.168034,1.450001,-200.752298,-40.150460
Phase_12,Remove temp prop [Phase_12],9.428571,11.650000,1,22,0.001387,0.001427,0.001990,0.000033,-0.000052,0.000062,0.001387,0.001427,-1.018214,1.348316,-200.608580,-40.121716
Phase_12,Remove temp prop [Phase_12],9.428571,11.650000,1,23,0.001387,0.001427,0.001990,0.000033,-0.000052,0.000062,0.001387,0.001427,-1.018214,1.348093,-200.608701,-40.121740
Phase_12,Remove temp prop [Phase_12],9.535714,11.650000,1,23,0.001328,0.001429,0.001951,0.000032,-0.000051,0.000061,0.001328,0.001429,-0.879001,1.251990,-200.469321,-40.093864
Phase_12,Remove temp prop [Phase_12],9.642857,11.650000,1,23,0.001269,0.001431,0.001913,0.000031,-0.000051,0.000060,0.001269,0.001431,-0.749752,1.160982,-200.334538,-40.066908
Phase_12,Remove temp prop [Phase_12],9.750000,11.650000,1,23,0.001211,0.001433,0.001876,0.000029,-0.000051,0.000059,0.001211,0.001433,-0.629981,1.075029,-200.204493,-40.040899
Phase_12,Remove temp prop [Phase_12],9.857143,11.650000,1,23,0.001152,0.001434,0.001840,0.000028,-0.000050,0.000058,0.001152,0.001434,-0.519207,0.994090,-200.079325,-40.015865
Phase_12,Remove temp prop [Phase_12],9.857143,11.650000,1,24,0.001152,0.001434,0.001840,0.000028,-0.000050,0.000058,0.001152,0.001434,-0.519207,0.993894,-200.079405,-40.015881
Phase_12,Remove temp prop [Phase_12],9.964286,11.650000,1,24,0.001094,0.001436,0.001805,0.000026,-0.000050,0.000057,0.001094,0.001436,-0.416871,0.917477,-199.959359,-39.991872
Phase_12,Remove temp prop [Phase_12],10.071429,11.650000,1,24,0.001036,0.001438,0.001772,0.000025,-0.000050,0.000056,0.001036,0.001438,-0.322462,0.845120,-199.844623,-39.968925
Phase_12,Remove temp prop [Phase_12],10.178571,11.650000,1,24,0.000978,0.001439,0.001740,0.000024,-0.000049,0.000055,0.000978,0.001439,-0.235589,0.776773,-199.735308,-39.947062
Phase_12,Remove temp prop [Phase_12],10.285714,11.650000,1,24,0.000920,0.001440,0.001709,0.000022,-0.000049,0.000054,0.000920,0.001440,-0.155867,0.712387,-199.631527,-39.926305
Phase_12,Remove temp prop [Phase_12],10.285714,11.650000,1,25,0.000920,0.001440,0.001709,0.000022,-0.000049,0.000054,0.000920,0.001440,-0.155867,0.712208,-199.631580,-39.926316
Phase_12,Remove temp prop [Phase_12],10.392857,11.650000,1,25,0.000862,0.001441,0.001679,0.000021,-0.000049,0.000053,0.000862,0.001441,-0.082864,0.651325,-199.533502,-39.906700
Phase_12,Remove temp prop [Phase_12],10.500000,11.650000,1,25,0.000804,0.001443,0.001651,0.000019,-0.000049,0.000052,0.000804,0.001443,-0.016189,0.593520,-199.441256,-39.888251
Phase_12,Remove temp prop [Phase_12],10.607143,11.650000,1,25,0.000746,0.001444,0.001625,0.000018,-0.000048,0.000052,0.000746,0.001444,0.044456,0.538740,-199.354929,-39.870986
Phase_12,Remove temp prop [Phase_12],10.714286,11.650000,1,25,0.000689,0.001445,0.001600,0.000017,-0.000048,0.000051,0.000689,0.001445,0.099363,0.486930,-199.274606,-39.854921
Phase_12,Remove temp prop [Phase_12],10.714286,11.650000,1,26,0.000689,0.001445,0.001600,0.000017,-0.000048,0.000051,0.000689,0.001445,0.099363,0.486766,-199.274639,-39.854928
Phase_12,Remove temp prop [Phase_12],10.821429,11.650000,1,26,0.000631,0.001445,0.001577,0.000015,-0.000048,0.000050,0.000631,0.001445,0.148847,0.437508,-199.200433,-39.840087
Phase_12,Remove temp prop [Phase_12],10.928571,11.650000,1,26,0.000573,0.001446,0.001556,0.000014,-0.000048,0.000050,0.000573,0.001446,0.193190,0.390407,-199.132427,-39.826485
Phase_12,Remove temp prop [Phase_12],11.035714,11.650000,1,26,0.000516,0.001447,0.001536,0.000012,-0.000048,0.000049,0.000516,0.001447,0.232600,0.345410,-199.070683,-39.814137
Phase_12,Remove temp prop [Phase_12],11.142857,11.650000,1,26,0.000458,0.001448,0.001518,0.000011,-0.000047,0.000049,0.000458,0.001448,0.267281,0.302461,-199.015263,-39.803053
Phase_12,Remove temp prop [Phase_12],11.142857,11.650000,1,27,0.000458,0.001448,0.001518,0.000011,-0.000047,0.000049,0.000458,0.001448,0.267281,0.302307,-199.015283,-39.803057
Phase_12,Remove temp prop [Phase_12],11.250000,11.650000,1,27,0.000401,0.001448,0.001503,0.000010,-0.000047,0.000048,0.000401,0.001448,0.297441,0.261021,-198.966253,-39.793251
Phase_12,Remove temp prop [Phase_12],11.357143,11.650000,1,27,0.000344,0.001449,0.001489,0.000008,-0.000047,0.000048,0.000344,0.001449,0.323259,0.221025,-198.923665,-39.784733
Phase_12,Remove temp prop [Phase_12],11.464286,11.650000,1,27,0.000286,0.001449,0.001477,0.000007,-0.000047,0.000047,0.000286,0.001449,0.344859,0.182266,-198.887556,-39.777511
Phase_12,Remove temp prop [Phase_12],11.571429,11.650000,1,27,0.000229,0.001449,0.001467,0.000006,-0.000047,0.000047,0.000229,0.001449,0.362360,0.144692,-198.857962,-39.771592
Phase_12,Remove temp prop [Phase_12],11.571429,11.650000,1,28,0.000229,0.001449,0.001467,0.000006,-0.000047,0.000047,0.000229,0.001449,0.362360,0.144542,-198.857971,-39.771594
Phase_12,Remove temp prop [Phase_12],11.678571,11.650000,1,28,0.000172,0.001450,0.001460,0.000004,-0.000047,0.000047,0.000172,0.001450,0.375870,0.107788,-198.834924,-39.766985
Phase_12,Remove temp prop [Phase_12],11.785714,11.650000,1,28,0.000114,0.001450,0.001454,0.000003,-0.000047,0.000047,0.000114,0.001450,0.385472,0.071492,-198.818448,-39.763690
Phase_12,Remove temp prop [Phase_12],11.892857,11.650000,1,28,0.000057,0.001450,0.001451,0.000001,-0.000047,0.000047,0.000057,0.001450,0.391208,0.035604,-198.808554,-39.761711
Phase_12,Remove temp prop [Phase_12],12.000000,11.650000,1,28,0.000000,0.001450,0.001450,0.000000,-0.000047,0.000047,0.000000,0.001450,0.393116,0.000075,-198.805254,-39.761051
